fact_table_natural_key (txn_id) 	accm_txn_complete_time
2259	5/21/2022 4:05
2260	5/24/2022 1:20
2261	5/22/2022 9:29
2262	5/19/2022 6:18
2263	5/18/2022 5:16
2264	5/21/2022 22:41
2265	5/22/2022 6:47
2266	5/20/2022 1:33
2267	5/18/2022 7:23
2268	5/23/2022 3:44
2269	5/20/2022 18:18
2270	5/17/2022 11:51
2271	5/22/2022 7:54
2272	5/25/2022 4:06
2273	5/19/2022 6:15
2274	5/17/2022 17:17
2275	5/23/2022 12:58
2276	5/20/2022 12:59
2277	5/20/2022 7:09
2278	5/20/2022 0:45
2279	5/18/2022 18:46
2280	5/22/2022 8:50
2281	5/20/2022 21:24
2282	5/23/2022 13:30
2283	5/17/2022 10:30
2284	5/21/2022 6:56
2285	5/23/2022 22:25
2286	5/23/2022 23:55
2287	5/22/2022 22:58
2288	5/18/2022 7:26
2289	5/23/2022 19:39
2290	5/17/2022 3:01
2291	5/16/2022 16:16
2292	5/20/2022 10:18
2293	5/23/2022 23:36
2294	5/24/2022 1:52
2295	5/16/2022 20:08
2296	5/23/2022 13:35
2297	5/18/2022 22:00
2298	5/17/2022 4:54
2299	5/24/2022 21:02
2300	5/22/2022 2:40
2301	5/23/2022 5:17
2302	5/24/2022 2:13
2303	5/18/2022 23:29
2304	5/24/2022 3:39
2305	5/23/2022 17:51
2306	5/23/2022 3:36
2307	5/25/2022 3:34
2308	5/16/2022 19:29
2309	5/22/2022 8:16
2310	5/19/2022 16:20
2311	5/19/2022 16:43
2312	5/25/2022 7:05
2313	5/19/2022 16:52
2314	5/22/2022 18:31
2315	5/20/2022 23:31
2316	5/23/2022 21:35
2317	5/17/2022 14:36
2318	5/25/2022 4:44
2319	5/22/2022 11:02
2320	5/22/2022 9:09
2321	5/22/2022 3:56
2322	5/18/2022 17:09
2323	5/22/2022 3:13
2324	5/25/2022 3:50
2325	5/22/2022 11:05
2326	5/21/2022 19:54
2327	5/17/2022 4:59
2328	5/20/2022 6:03
2329	5/20/2022 6:04
2330	5/25/2022 4:20
2331	5/18/2022 0:38
2332	5/19/2022 12:47
2333	5/22/2022 23:44
2334	5/23/2022 17:58
2335	5/20/2022 21:13
2336	5/17/2022 3:15
2337	5/22/2022 18:26
2338	5/23/2022 10:47
2339	5/20/2022 10:05
2340	5/16/2022 13:08
2341	5/22/2022 21:51
2342	5/24/2022 20:21
2343	5/19/2022 2:17
2344	5/22/2022 16:25
2345	5/23/2022 7:50
2346	5/16/2022 16:09
2347	5/22/2022 0:08
2348	5/24/2022 14:27
2349	5/18/2022 2:43
2350	5/20/2022 11:05
2351	5/19/2022 6:51
2352	5/17/2022 13:50
2353	5/23/2022 11:09
2354	5/19/2022 5:19
2355	5/18/2022 12:26
2356	5/23/2022 22:08
2357	5/20/2022 21:20
2358	5/17/2022 3:54
2359	5/20/2022 13:35
2360	5/23/2022 13:22
2361	5/19/2022 13:44
2362	5/22/2022 23:00
2363	5/18/2022 19:43
2364	5/24/2022 7:26
2365	5/22/2022 14:17
2366	5/25/2022 4:25
2367	5/16/2022 21:43
2368	5/20/2022 13:53
2369	5/16/2022 20:03
2370	5/17/2022 11:09
2371	5/18/2022 1:33
2372	5/20/2022 14:47
2373	5/22/2022 19:39
2374	5/20/2022 8:13
2375	5/18/2022 21:17
2376	5/18/2022 5:15
2377	5/24/2022 8:00
2378	5/17/2022 21:45
2379	5/21/2022 13:27
2380	5/16/2022 23:55
2381	5/17/2022 6:56
2382	5/18/2022 17:26
2383	5/24/2022 5:10
2384	5/17/2022 8:11
2385	5/25/2022 1:10
2386	5/19/2022 0:16
2387	5/21/2022 21:50
2388	5/18/2022 14:12
2389	5/20/2022 9:55
2390	5/22/2022 14:28
2391	5/22/2022 8:57
2392	5/17/2022 23:19
2393	5/17/2022 11:10
2394	5/18/2022 22:45
2395	5/18/2022 14:43
2396	5/16/2022 15:50
2397	5/19/2022 14:32
2398	5/24/2022 11:37
2399	5/25/2022 5:15
2400	5/20/2022 9:21
2401	5/16/2022 18:17
2402	5/18/2022 11:16
2403	5/18/2022 9:09
2404	5/19/2022 23:38
2405	5/24/2022 15:34
2406	5/24/2022 1:05
2407	5/24/2022 2:53
2408	5/18/2022 17:30
2409	5/20/2022 22:16
2410	5/24/2022 22:45
2411	5/22/2022 17:18
2412	5/22/2022 7:33
2413	5/17/2022 2:45
2414	5/24/2022 9:33
2415	5/16/2022 21:30
2416	5/25/2022 8:59
2417	5/20/2022 23:23
2418	5/17/2022 18:17
2419	5/20/2022 5:45
2420	5/16/2022 17:32
2421	5/25/2022 8:51
2422	5/16/2022 21:13
2423	5/20/2022 0:05
2424	5/21/2022 19:58
2425	5/21/2022 18:11
2426	5/23/2022 22:01
2427	5/24/2022 5:28
2428	5/23/2022 22:16
2429	5/24/2022 7:22
2430	5/19/2022 10:27
2431	5/19/2022 22:19
2432	5/25/2022 5:40
2433	5/21/2022 11:57
2434	5/20/2022 22:16
2435	5/18/2022 15:55
2436	5/16/2022 18:12
2437	5/16/2022 19:34
2438	5/24/2022 14:02
2439	5/19/2022 12:40
2440	5/19/2022 18:49
2441	5/24/2022 10:05
2442	5/20/2022 11:01
2443	5/21/2022 10:50
2444	5/22/2022 16:44
2445	5/23/2022 8:00
2446	5/19/2022 3:15
2447	5/24/2022 20:54
2448	5/21/2022 2:12
2449	5/20/2022 10:45
2450	5/22/2022 21:25
2451	5/20/2022 0:49
2452	5/22/2022 12:29
2453	5/18/2022 11:54
2454	5/18/2022 2:11
2455	5/20/2022 5:24
2456	5/18/2022 19:01
2457	5/21/2022 0:45
2458	5/18/2022 11:15
2459	5/18/2022 2:01
2460	5/21/2022 1:46
2461	5/18/2022 2:24
2462	5/21/2022 2:32
2463	5/22/2022 1:38
2464	5/17/2022 13:42
2465	5/18/2022 23:05
2466	5/18/2022 22:48
2467	5/25/2022 7:39
2468	5/20/2022 15:20
2469	5/22/2022 0:27
2470	5/22/2022 17:35
2471	5/25/2022 4:53
2472	5/16/2022 19:18
2473	5/19/2022 21:57
2474	5/16/2022 15:19
2475	5/22/2022 9:45
2476	5/21/2022 4:26
2477	5/19/2022 1:47
2478	5/20/2022 4:41
2479	5/24/2022 15:31
2480	5/24/2022 22:22
2481	5/17/2022 19:40
2482	5/19/2022 11:44
2483	5/22/2022 4:32
2484	5/20/2022 4:37
2485	5/23/2022 1:08
2486	5/21/2022 4:09
2487	5/17/2022 12:22
2488	5/18/2022 1:01
2489	5/24/2022 2:22
2490	5/19/2022 8:04
2491	5/22/2022 0:40
2492	5/18/2022 18:35
2493	5/23/2022 15:04
2494	5/19/2022 20:29
2495	5/23/2022 15:02
2496	5/19/2022 11:51
2497	5/24/2022 7:20
2498	5/17/2022 15:56
2499	5/25/2022 2:15
2500	5/23/2022 3:21
2501	5/20/2022 7:57
2502	5/20/2022 2:56
2503	5/20/2022 10:40
2504	5/23/2022 10:46
2505	5/20/2022 20:48
2506	5/18/2022 7:03
2507	5/21/2022 0:36
2508	5/19/2022 6:36
2509	5/24/2022 8:32
2510	5/25/2022 4:40
2511	5/19/2022 21:18
2512	5/24/2022 5:42
2513	5/17/2022 9:14
2514	5/17/2022 3:08
2515	5/16/2022 23:58
2516	5/18/2022 23:23
2517	5/23/2022 19:21
2518	5/21/2022 11:07
2519	5/24/2022 20:53
2520	5/19/2022 13:11
2521	5/21/2022 6:12
2522	5/22/2022 12:29
2523	5/17/2022 3:49
2524	5/22/2022 14:30
2525	5/21/2022 22:28
2526	5/18/2022 8:10
2527	5/22/2022 11:07
2528	5/16/2022 21:15
2529	5/19/2022 8:52
2530	5/20/2022 14:23
2531	5/22/2022 4:08
2532	5/24/2022 11:53
2533	5/19/2022 5:02
2534	5/18/2022 8:05
2535	5/16/2022 23:47
2536	5/19/2022 5:20
2537	5/22/2022 7:42
2538	5/23/2022 3:58
2539	5/18/2022 8:18
2540	5/18/2022 10:18
2541	5/23/2022 0:26
2542	5/20/2022 12:40
2543	5/21/2022 12:04
2544	5/21/2022 5:47
2545	5/25/2022 4:11
2546	5/16/2022 15:30
2547	5/21/2022 1:01
2548	5/18/2022 7:58
2549	5/21/2022 10:54
2550	5/18/2022 7:19
2551	5/24/2022 12:36
2552	5/17/2022 13:05
2553	5/19/2022 15:31
2554	5/22/2022 2:08
2555	5/21/2022 8:53
2556	5/20/2022 17:15
2557	5/21/2022 23:05
2558	5/21/2022 5:29
2559	5/21/2022 8:07
2560	5/18/2022 19:41
2561	5/17/2022 5:09
2562	5/22/2022 2:28
2563	5/17/2022 1:24
2564	5/19/2022 19:20
2565	5/19/2022 22:55
2566	5/18/2022 8:10
2567	5/20/2022 13:01
2568	5/19/2022 21:53
2569	5/21/2022 10:32
2570	5/18/2022 20:51
2571	5/23/2022 12:38
2572	5/19/2022 22:55
2573	5/23/2022 11:08
2574	5/19/2022 12:57
2575	5/23/2022 23:46
2576	5/22/2022 20:42
2577	5/19/2022 21:07
2578	5/22/2022 12:40
2579	5/22/2022 9:51
2580	5/23/2022 16:47
2581	5/21/2022 6:31
2582	5/23/2022 14:57
2583	5/20/2022 18:45
2584	5/16/2022 17:50
2585	5/17/2022 6:34
2586	5/21/2022 1:55
2587	5/18/2022 18:53
2588	5/17/2022 14:57
2589	5/19/2022 22:23
2590	5/18/2022 19:50
2591	5/17/2022 14:28
2592	5/17/2022 17:47
2593	5/23/2022 0:26
2594	5/24/2022 11:16
2595	5/17/2022 5:12
2596	5/17/2022 2:38
2597	5/22/2022 12:06
2598	5/20/2022 20:01
2599	5/18/2022 0:27
2600	5/23/2022 14:29
2601	5/20/2022 2:05
2602	5/20/2022 22:21
2603	5/23/2022 15:08
2604	5/16/2022 15:18
2605	5/20/2022 10:44
2606	5/18/2022 19:02
2607	5/16/2022 12:52
2608	5/17/2022 6:12
2609	5/20/2022 15:01
2610	5/20/2022 16:22
2611	5/24/2022 7:09
2612	5/24/2022 5:09
2613	5/21/2022 1:09
2614	5/17/2022 22:53
2615	5/21/2022 22:39
2616	5/20/2022 18:04
2617	5/24/2022 20:53
2618	5/20/2022 23:44
2619	5/23/2022 12:12
2620	5/25/2022 5:01
2621	5/23/2022 22:46
2622	5/20/2022 2:59
2623	5/17/2022 2:54
2624	5/16/2022 17:21
2625	5/23/2022 13:45
2626	5/19/2022 8:35
2627	5/22/2022 21:58
2628	5/20/2022 7:38
2629	5/17/2022 19:04
2630	5/21/2022 13:35
2631	5/18/2022 20:06
2632	5/19/2022 3:31
2633	5/24/2022 20:13
2634	5/17/2022 3:53
2635	5/17/2022 5:39
2636	5/20/2022 6:50
2637	5/19/2022 5:59
2638	5/18/2022 16:45
2639	5/22/2022 8:59
2640	5/23/2022 18:41
2641	5/20/2022 18:15
2642	5/17/2022 21:21
2643	5/24/2022 23:33
2644	5/20/2022 13:20
2645	5/22/2022 19:54
2646	5/20/2022 3:57
2647	5/22/2022 1:29
2648	5/17/2022 16:31
2649	5/19/2022 14:24
2650	5/18/2022 5:25
2651	5/23/2022 4:24
2652	5/20/2022 16:13
2653	5/25/2022 8:09
2654	5/23/2022 12:32
2655	5/18/2022 11:03
2656	5/18/2022 13:37
2657	5/17/2022 4:30
2658	5/18/2022 8:17
2659	5/21/2022 5:05
2660	5/16/2022 21:45
2661	5/20/2022 10:05
2662	5/21/2022 7:15
2663	5/23/2022 8:06
2664	5/24/2022 3:54
2665	5/18/2022 18:32
2666	5/19/2022 4:40
2667	5/19/2022 3:37
2668	5/21/2022 15:37
2669	5/18/2022 7:51
2670	5/24/2022 19:04
2671	5/20/2022 7:21
2672	5/20/2022 8:01
2673	5/24/2022 6:18
2674	5/19/2022 3:55
2675	5/20/2022 22:06
2676	5/16/2022 17:54
2677	5/23/2022 21:52
2678	5/20/2022 2:41
2679	5/25/2022 8:09
2680	5/24/2022 14:07
2681	5/20/2022 20:20
2682	5/25/2022 5:22
2683	5/20/2022 7:03
2684	5/23/2022 23:00
2685	5/22/2022 7:53
2686	5/21/2022 13:05
2687	5/24/2022 7:35
2688	5/20/2022 9:47
2689	5/20/2022 15:00
2690	5/17/2022 14:08
2691	5/18/2022 16:19
2692	5/20/2022 16:23
2693	5/19/2022 14:34
2694	5/25/2022 2:04
2695	5/17/2022 12:55
2696	5/23/2022 4:22
2697	5/20/2022 9:16
2698	5/22/2022 18:15
2699	5/20/2022 17:09
2700	5/17/2022 3:00
2701	5/17/2022 18:08
2702	5/25/2022 5:00
2703	5/25/2022 7:44
2704	5/17/2022 20:35
2705	5/17/2022 17:04
2706	5/19/2022 10:38
2707	5/17/2022 21:30
2708	5/25/2022 6:32
2709	5/17/2022 18:29
2710	5/21/2022 7:46
2711	5/18/2022 6:22
2712	5/20/2022 17:40
2713	5/24/2022 12:51
2714	5/17/2022 20:00
2715	5/21/2022 19:29
2716	5/20/2022 4:06
2717	5/21/2022 0:54
2718	5/18/2022 22:37
2719	5/21/2022 23:20
2720	5/24/2022 10:57
2721	5/17/2022 18:36
2722	5/17/2022 19:53
2723	5/17/2022 7:49
2724	5/23/2022 15:54
2725	5/17/2022 15:18
2726	5/18/2022 23:48
2727	5/20/2022 4:09
2728	5/24/2022 5:38
2729	5/25/2022 1:45
2730	5/22/2022 18:22
2731	5/17/2022 22:21
2732	5/19/2022 6:08
2733	5/24/2022 17:34
2734	5/23/2022 20:32
2735	5/22/2022 7:45
2736	5/22/2022 10:23
2737	5/22/2022 22:35
2738	5/17/2022 7:26
2739	5/19/2022 14:17
2740	5/24/2022 3:50
2741	5/21/2022 18:54
2742	5/21/2022 23:12
2743	5/17/2022 16:23
2744	5/22/2022 14:10
2745	5/22/2022 21:16
2746	5/17/2022 8:29
2747	5/17/2022 8:06
2748	5/19/2022 9:24
2749	5/18/2022 18:13
2750	5/18/2022 20:33
2751	5/21/2022 19:21
2752	5/21/2022 13:34
2753	5/22/2022 4:22
2754	5/19/2022 3:47
2755	5/24/2022 17:02
2756	5/24/2022 17:35
2757	5/20/2022 5:04
2758	5/19/2022 10:50
2759	5/24/2022 7:59
2760	5/19/2022 5:00
2761	5/23/2022 7:15
2762	5/19/2022 14:07
2763	5/18/2022 16:42
2764	5/20/2022 14:44
2765	5/20/2022 7:00
2766	5/21/2022 23:25
2767	5/22/2022 23:20
2768	5/22/2022 8:57
2769	5/20/2022 6:03
2770	5/19/2022 13:15
2771	5/21/2022 20:11
2772	5/25/2022 8:40
2773	5/19/2022 1:52
2774	5/21/2022 13:02
2775	5/16/2022 17:27
2776	5/24/2022 11:54
2777	5/18/2022 19:49
2778	5/22/2022 5:10
2779	5/22/2022 21:09
2780	5/22/2022 23:59
2781	5/19/2022 17:55
2782	5/21/2022 5:10
2783	5/17/2022 17:44
2784	5/19/2022 2:27
2785	5/17/2022 1:03
2786	5/17/2022 22:52
2787	5/22/2022 17:34
2788	5/22/2022 7:58
2789	5/17/2022 18:35
2790	5/20/2022 21:31
2791	5/19/2022 16:12
2792	5/24/2022 12:50
2793	5/24/2022 19:48
2794	5/22/2022 4:22
2795	5/20/2022 2:04
2796	5/22/2022 10:48
2797	5/22/2022 5:03
2798	5/18/2022 2:24
2799	5/23/2022 19:57
2800	5/24/2022 23:10
2801	5/19/2022 4:13
2802	5/22/2022 13:45
2803	5/22/2022 20:06
2804	5/25/2022 4:47
2805	5/18/2022 21:00
2806	5/17/2022 8:46
2807	5/16/2022 12:45
2808	5/20/2022 16:52
2809	5/25/2022 4:21
2810	5/21/2022 19:35
2811	5/19/2022 13:48
2812	5/23/2022 19:55
2813	5/23/2022 18:48
2814	5/21/2022 13:04
2815	5/21/2022 12:05
2816	5/19/2022 20:47
2817	5/24/2022 14:17
2818	5/23/2022 21:12
2819	5/22/2022 10:38
2820	5/18/2022 7:31
2821	5/16/2022 15:27
2822	5/24/2022 21:13
2823	5/16/2022 14:26
2824	5/21/2022 10:55
2825	5/18/2022 7:41
2826	5/22/2022 16:12
2827	5/18/2022 12:34
2828	5/21/2022 13:34
2829	5/19/2022 23:01
2830	5/19/2022 3:57
2831	5/16/2022 21:35
2832	5/24/2022 23:47
2833	5/20/2022 11:23
2834	5/17/2022 21:16
2835	5/19/2022 19:34
2836	5/23/2022 8:15
2837	5/19/2022 11:53
2838	5/24/2022 2:03
2839	5/24/2022 10:36
2840	5/24/2022 2:27
2841	5/21/2022 3:02
2842	5/24/2022 10:24
2843	5/19/2022 7:05
2844	5/25/2022 4:29
2845	5/21/2022 18:18
2846	5/24/2022 10:00
2847	5/24/2022 19:18
2848	5/18/2022 20:31
2849	5/19/2022 6:22
2850	5/24/2022 21:52
2851	5/19/2022 6:50
2852	5/24/2022 19:11
2853	5/18/2022 11:14
2854	5/19/2022 19:01
2855	5/22/2022 11:50
2856	5/23/2022 22:23
2857	5/23/2022 0:58
2858	5/19/2022 22:49
2859	5/17/2022 8:23
2860	5/25/2022 0:03
2861	5/23/2022 1:18
2862	5/18/2022 7:30
2863	5/24/2022 15:05
2864	5/20/2022 14:19
2865	5/18/2022 14:00
2866	5/19/2022 2:13
2867	5/17/2022 18:15
2868	5/23/2022 15:06
2869	5/21/2022 20:11
2870	5/19/2022 10:55
2871	5/23/2022 6:34
2872	5/16/2022 20:49
2873	5/18/2022 7:04
2874	5/22/2022 4:03
2875	5/22/2022 22:17
2876	5/20/2022 0:56
2877	5/20/2022 1:59
2878	5/21/2022 18:29
2879	5/17/2022 18:30
2880	5/16/2022 14:40
2881	5/19/2022 11:08
2882	5/24/2022 23:09
2883	5/24/2022 17:49
2884	5/22/2022 19:46
2885	5/18/2022 11:32
2886	5/24/2022 9:29
2887	5/20/2022 0:21
2888	5/16/2022 17:30
2889	5/23/2022 17:16
2890	5/17/2022 1:44
2891	5/18/2022 5:25
2892	5/24/2022 7:00
2893	5/20/2022 0:57
2894	5/23/2022 13:01
2895	5/17/2022 18:13
2896	5/24/2022 4:08
2897	5/20/2022 15:24
2898	5/20/2022 12:09
2899	5/18/2022 23:17
2900	5/16/2022 18:49
2901	5/17/2022 3:36
2902	5/25/2022 0:52
2903	5/17/2022 8:12
2904	5/18/2022 15:54
2905	5/16/2022 22:13
2906	5/25/2022 5:45
2907	5/17/2022 13:38
2908	5/23/2022 5:10
2909	5/20/2022 16:16
2910	5/20/2022 2:17
2911	5/21/2022 2:50
2912	5/16/2022 22:16
2913	5/21/2022 19:43
2914	5/22/2022 3:58
2915	5/20/2022 18:39
2916	5/20/2022 14:13
2917	5/22/2022 18:12
2918	5/22/2022 1:41
2919	5/23/2022 10:36
2920	5/18/2022 12:37
2921	5/18/2022 20:04
2922	5/25/2022 5:25
2923	5/23/2022 2:22
2924	5/21/2022 14:09
2925	5/17/2022 18:58
2926	5/17/2022 8:51
2927	5/21/2022 22:35
2928	5/17/2022 19:25
2929	5/19/2022 23:19
2930	5/18/2022 18:40
2931	5/23/2022 20:51
2932	5/22/2022 19:54
2933	5/23/2022 7:06
2934	5/25/2022 1:22
2935	5/21/2022 19:49
2936	5/18/2022 8:32
2937	5/24/2022 14:28
2938	5/21/2022 23:02
2939	5/22/2022 22:38
2940	5/18/2022 13:51
2941	5/23/2022 9:00
2942	5/23/2022 6:36
2943	5/18/2022 19:45
2944	5/25/2022 4:36
2945	5/17/2022 1:46
2946	5/21/2022 21:16
2947	5/24/2022 4:27
2948	5/21/2022 17:45
2949	5/22/2022 18:45
2950	5/21/2022 14:03
2951	5/22/2022 3:15
2952	5/23/2022 0:06
2953	5/17/2022 4:37
2954	5/22/2022 2:55
2955	5/24/2022 16:22
2956	5/18/2022 23:17
2957	5/17/2022 20:38
2958	5/18/2022 9:57
2959	5/19/2022 4:31
2960	5/17/2022 17:57
2961	5/17/2022 6:51
2962	5/17/2022 3:00
2963	5/25/2022 2:44
2964	5/24/2022 22:39
2965	5/19/2022 10:45
2966	5/21/2022 15:48
2967	5/17/2022 19:28
2968	5/17/2022 15:05
2969	5/23/2022 14:50
2970	5/22/2022 11:41
2971	5/21/2022 4:39
2972	5/23/2022 17:12
2973	5/19/2022 5:56
2974	5/21/2022 0:00
2975	5/17/2022 10:27
2976	5/19/2022 14:55
2977	5/18/2022 15:14
2978	5/18/2022 21:33
2979	5/24/2022 0:53
2980	5/20/2022 7:16
2981	5/21/2022 15:44
2982	5/18/2022 1:10
2983	5/24/2022 17:00
2984	5/17/2022 6:35
2985	5/24/2022 20:03
2986	5/18/2022 9:24
2987	5/16/2022 12:17
2988	5/17/2022 5:32
2989	5/21/2022 16:38
2990	5/20/2022 14:07
2991	5/24/2022 22:03
2992	5/18/2022 22:10
2993	5/20/2022 0:50
2994	5/23/2022 21:00
2995	5/22/2022 22:54
2996	5/23/2022 12:34
2997	5/19/2022 9:49
2998	5/25/2022 4:50
2999	5/23/2022 17:26
3000	5/21/2022 10:11
3001	5/22/2022 4:30
3002	5/23/2022 9:41
3003	5/24/2022 2:28
3004	5/21/2022 22:40
3005	5/25/2022 2:32
3006	5/23/2022 23:03
3007	5/20/2022 10:06
3008	5/22/2022 5:41
3009	5/18/2022 8:32
3010	5/20/2022 17:53
3011	5/24/2022 22:41
3012	5/25/2022 7:02
3013	5/24/2022 20:15
3014	5/21/2022 3:40
3015	5/17/2022 15:31
3016	5/19/2022 19:04
3017	5/20/2022 18:31
3018	5/20/2022 21:31
3019	5/23/2022 20:35
3020	5/22/2022 4:52
3021	5/18/2022 13:42
3022	5/20/2022 3:43
3023	5/18/2022 16:26
3024	5/16/2022 19:31
3025	5/19/2022 22:40
3026	5/25/2022 2:53
3027	5/23/2022 0:39
3028	5/24/2022 15:00
3029	5/24/2022 10:22
3030	5/24/2022 23:59
3031	5/17/2022 18:07
3032	5/23/2022 18:26
3033	5/20/2022 13:55
3034	5/24/2022 19:05
3035	5/22/2022 17:11
3036	5/21/2022 19:36
3037	5/18/2022 10:03
3038	5/23/2022 13:30
3039	5/16/2022 20:12
3040	5/23/2022 12:18
3041	5/24/2022 20:16
3042	5/19/2022 21:44
3043	5/24/2022 20:57
3044	5/20/2022 20:45
3045	5/18/2022 8:09
3046	5/22/2022 0:03
3047	5/17/2022 3:04
3048	5/20/2022 7:12
3049	5/16/2022 17:20
3050	5/16/2022 22:52
3051	5/21/2022 16:06
3052	5/22/2022 20:36
3053	5/17/2022 15:15
3054	5/21/2022 7:26
3055	5/17/2022 4:17
3056	5/19/2022 23:42
3057	5/22/2022 2:48
3058	5/23/2022 5:54
3059	5/19/2022 3:57
3060	5/21/2022 2:25
3061	5/22/2022 5:07
3062	5/24/2022 9:26
3063	5/20/2022 0:47
3064	5/21/2022 7:55
3065	5/18/2022 9:21
3066	5/25/2022 2:54
3067	5/16/2022 16:33
3068	5/17/2022 20:09
3069	5/23/2022 2:23
3070	5/19/2022 12:25
3071	5/20/2022 0:07
3072	5/17/2022 6:25
3073	5/20/2022 3:42
3074	5/17/2022 18:49
3075	5/23/2022 11:31
3076	5/24/2022 23:08
3077	5/16/2022 15:18
3078	5/22/2022 20:07
3079	5/17/2022 1:48
3080	5/24/2022 7:00
3081	5/18/2022 0:46
3082	5/23/2022 2:15
3083	5/23/2022 13:15
3084	5/18/2022 9:57
3085	5/20/2022 17:21
3086	5/17/2022 7:02
3087	5/21/2022 15:17
3088	5/22/2022 10:24
3089	5/23/2022 19:50
3090	5/22/2022 12:41
3091	5/17/2022 15:38
3092	5/22/2022 22:14
3093	5/16/2022 15:20
3094	5/19/2022 8:46
3095	5/23/2022 2:48
3096	5/21/2022 1:16
3097	5/24/2022 2:49
3098	5/17/2022 18:25
3099	5/23/2022 11:31
3100	5/21/2022 11:48
3101	5/19/2022 5:53
3102	5/19/2022 5:47
3103	5/21/2022 4:38
3104	5/17/2022 5:26
3105	5/24/2022 15:44
3106	5/22/2022 13:58
3107	5/20/2022 20:13
3108	5/22/2022 7:10
3109	5/20/2022 12:17
3110	5/23/2022 5:45
3111	5/17/2022 19:29
3112	5/24/2022 0:39
3113	5/24/2022 11:56
3114	5/20/2022 19:36
3115	5/16/2022 19:50
3116	5/20/2022 0:48
3117	5/19/2022 8:46
3118	5/22/2022 4:35
3119	5/23/2022 17:49
3120	5/24/2022 15:01
3121	5/21/2022 2:18
3122	5/19/2022 5:06
3123	5/22/2022 5:59
3124	5/19/2022 16:21
3125	5/19/2022 14:38
3126	5/20/2022 23:52
3127	5/24/2022 21:39
3128	5/21/2022 9:51
3129	5/23/2022 10:53
3130	5/21/2022 10:32
3131	5/20/2022 11:02
3132	5/23/2022 3:19
3133	5/23/2022 0:54
3134	5/24/2022 11:56
3135	5/22/2022 7:47
3136	5/22/2022 14:47
3137	5/23/2022 9:26
3138	5/20/2022 16:48
3139	5/19/2022 11:01
3140	5/18/2022 6:46
3141	5/24/2022 8:10
3142	5/22/2022 22:30
3143	5/18/2022 1:35
3144	5/22/2022 3:08
3145	5/22/2022 9:43
3146	5/23/2022 16:05
3147	5/17/2022 21:33
3148	5/18/2022 21:42
3149	5/25/2022 2:02
3150	5/20/2022 5:41
3151	5/25/2022 4:10
3152	5/25/2022 1:32
3153	5/20/2022 12:45
3154	5/16/2022 19:33
3155	5/23/2022 23:34
3156	5/21/2022 8:23
3157	5/21/2022 21:56
3158	5/17/2022 12:15
3159	5/18/2022 11:46
3160	5/17/2022 22:45
3161	5/16/2022 19:35
3162	5/23/2022 18:48
3163	5/17/2022 3:25
3164	5/21/2022 4:56
3165	5/17/2022 9:38
3166	5/19/2022 5:47
3167	5/20/2022 8:06
3168	5/23/2022 2:11
3169	5/18/2022 21:31
3170	5/19/2022 9:33
3171	5/23/2022 17:17
3172	5/18/2022 10:40
3173	5/23/2022 1:02
3174	5/21/2022 17:28
3175	5/20/2022 21:32
3176	5/23/2022 9:32
3177	5/22/2022 11:43
3178	5/22/2022 7:58
3179	5/22/2022 6:03
3180	5/21/2022 13:22
3181	5/18/2022 3:39
3182	5/22/2022 2:03
3183	5/24/2022 2:47
3184	5/17/2022 21:26
3185	5/21/2022 21:23
3186	5/20/2022 2:59
3187	5/20/2022 18:36
3188	5/24/2022 15:35
3189	5/21/2022 3:31
3190	5/19/2022 15:54
3191	5/20/2022 4:45
3192	5/21/2022 1:47
3193	5/24/2022 8:32
3194	5/21/2022 18:24
3195	5/17/2022 23:19
3196	5/17/2022 15:53
3197	5/19/2022 20:45
3198	5/21/2022 1:32
3199	5/23/2022 18:39
3200	5/22/2022 6:18
3201	5/23/2022 17:32
3202	5/21/2022 4:23
3203	5/17/2022 8:13
3204	5/20/2022 8:03
3205	5/22/2022 0:18
3206	5/20/2022 10:44
3207	5/23/2022 23:11
3208	5/21/2022 4:54
3209	5/17/2022 4:12
3210	5/17/2022 16:22
3211	5/20/2022 8:12
3212	5/19/2022 15:20
3213	5/18/2022 17:12
3214	5/25/2022 6:27
3215	5/18/2022 4:07
3216	5/21/2022 5:08
3217	5/24/2022 7:56
3218	5/23/2022 18:47
3219	5/18/2022 17:18
3220	5/21/2022 14:37
3221	5/16/2022 21:40
3222	5/20/2022 14:51
3223	5/22/2022 10:13
3224	5/17/2022 4:58
3225	5/17/2022 22:08
3226	5/21/2022 23:11
3227	5/24/2022 4:16
3228	5/20/2022 22:26
3229	5/17/2022 8:25
3230	5/22/2022 13:15
3231	5/16/2022 14:32
3232	5/19/2022 2:20
3233	5/19/2022 12:31
3234	5/23/2022 18:25
3235	5/25/2022 2:15
3236	5/22/2022 12:59
3237	5/23/2022 5:45
3238	5/18/2022 15:16
3239	5/18/2022 3:18
3240	5/22/2022 3:44
3241	5/23/2022 21:35
3242	5/22/2022 5:13
3243	5/19/2022 17:17
3244	5/19/2022 4:33
3245	5/25/2022 4:10
3246	5/16/2022 21:18
3247	5/25/2022 7:04
3248	5/18/2022 2:52
3249	5/22/2022 4:03
3250	5/19/2022 0:14
3251	5/23/2022 22:31
3252	5/23/2022 5:05
3253	5/20/2022 13:27
3254	5/23/2022 21:03
3255	5/20/2022 14:46
3256	5/17/2022 8:01
